,House Name,Price $
25388,"Clean and cozy room , quite neighborhood.",112
25389,Private spacious studio in Richmond Hill,100
25390,The Rosedale Palace Master room,84
25391,The inner palace,62
25392,Big sunny bedroom Clinton Hill $50/day,35
25393,The Grace palace,62
25394,Studio in LIC with views of Manhattan skyline,115
25395,Your Oasis in The Bronx!,155
25396,Great chance to live in a great new 2br apartment!,165
25397,Spacious & Light Room - Very Close to Subway,60
25398,"Huge Brownstone duplex w/garden, Park Slope, BK,NY",400
25399,Home Sweet Home,90
25400,Private Bedroom w River View in Downtown Manhattan,90
25401,Bright private bedroom in prime Williamsburg apt,75
25403,Sunny Private Room in Bed-Stuy,55
25404,COMFY BEDROOM IN THE HEART OF HARLEM,120
25405,Luxury and comfort,600
25406,Warm Sunny Penthouse w/Private Bathroom + Patio,72
25407,Tranquil bedroom in classic Bed-Stuy brownstone,120
25408,Great spacious prime studio in Midtown,200
25409,Vanderbilt  · Quaint Art-Filled Brooklyn Apartment,99
25410,Huge private bedroom. Heart of Bed-Stuy.,40
25411,Beautiful Bright Times Square Apartment,185
25412,Loft room - Lower East Side (Downtown Manhattan),90
25413,"Sunny, Spacious and Perfect Village Location",615
25414,Downtown Manhattan  large studio with terrace,180
25415,Brooklyn Condominium - Bushwick,75
25416,"1 Br Garden Apt own Pvt space in St.Albans,Queens",80
25417,"Spacious 1 bed/1 bath home, 3A",90
25418,Renovated 1-bedroom apartment in Gramercy,179
25419,"Insane Manhattan Views, Top Williamsburg Location",269
25420,Sunny Studio in Park Slope,106
25421,Most Sunny adorable Bedroom in Gramercy,110
25422,New York's Hidden Secret for luxury living,800
25423,"Huge sunny, beautiful bedroom in Manhattan",60
25424,Charming Quiet Entire 1 bdrm Duplex UWS + Terrace,219
25425,Private Blu Suite 1BR Brownstone 1st Fl Harlem NYC,150
25426,Large Upper West Side Apartment with Rooftop,289
25427,Room in Upper West Side Apartment - close to park,55
25428,Huge place in a center of the dream City!,139
25429,Two Bedroom Apartment Queens Near  Subway to NYC,65
25430,Beautiful Apartment near Times Square Central Park,239
25431,Times Square Summer Retreat,110
25432,"FEMALE only- Clean, Quiet, Lincoln Center Apt",89
25433,★Hostel Style Room | Ideal Traveling Buddies★,0
25434,Basement Suite w/Private Entrance,150
25435,Comfy HP“TWIN BED” 5 mins to LGA-US OPEN & 7 train,45
25436,xxx,55
25437,The Heights,55
25438,WEST VILLAGE/CHELSEA-PRIME LOCATION,164
25439,Cozy bedroom  in the heart of Harlem,65
25440,Spacious Home In South Brooklyn,63
25441,The Enchanted Pearl Bed & Breakfast ️,70
25442,Large and quiet 1 BR in heart of Greenpoint,120
25443,Sunny Spacious room near central park,82
25444,"Heart of the East Village,Bright Room Excursion",56
25445,Sunny chic room with private bath in new apartment,80
25446,Beautiful Studio Right Next To Times Square!,139
25447,New York Apartment in Queens,110
25448,"Cute, spacious, windowlit room in Williamsburg",60
25449,SoHa Jewel,70
25450,True Upscale Room Experience. Amazing,69
25451,"$45NYCCozy Room with curtain NearJ,G, and M train",45
25452,Beautiful Manhattan private bedroom,58
25453,Charming smoker friendly apt inBushwick,110
25454,Humble Abode in Harlem,80
25455,"Convenient bedroom, Great location, Close to all",51
25456,Small room for travelers in fresh and clean apt,50
25457,Sophisticated & Modern NYC Urban Jewel Box,273
25458,Never Stop Exploring,212
25459,Sunny lifestyle room,54
25460,Cozy apartment in Cobble Hill,170
25461,Downtown Manhattan Weekender,102
25462,Clinton Hill Private Room,50
25463,Bedroom in bright cozy duplex w/ private rooftop,85
25464,Cozy room in trendy Brooklyn neighborhood.,80
25465,Contemporary Bushwick garden heaven,50
25466,"Apartment in Harlem on 145th St, next to 3 train.",86
25467,Cozy Apartment in Time Square with Amazing view,136
25468,Air mattress boudoir [BEST RATES],79
25469,2 BDRM apt in elevator building,211
25470,Cozy and luxurious suite away from home,70
25471,Makes You Wanna STAY! [BEST RATE],159
25472,Professor Trelawney's Celestial Tower in Brooklyn,55
25473,Comfy and Cozy [BEST RATE],119
25474,Beautiful urban 2BR with private deck and yard!!!,120
25475,Quiet Harlem Studio w/ Backyard & Close to Train,71
25476,studio in gramercy park,170
25477,Comfortable Stay in Crown Heights :),70
25478,Sunny Bedroom on Bedford Ave in Williamsburg,80
25479,Private Guest Room in Manhattan,50
25480,Perfect east village | lower east side anchorage,80
25481,Cozy midtown apt next to metro & Empire State bldg,129
25482,Amazing Art Deco studio with backyard in Manhattan,99
25483,Hamilton Heights sun filled spacious master BR,49
25484,Spacious and sunny Prospect Heights One Bedroom,125
25485,Upper East Side with outdoor space,150
25486,Convenient New Apt.- Bargain Price,30
25487,Bright Beautiful Creative Luxury 1BR Williamsburg,144
25488,★ Warm NYC Getaway ★ | Walk/Transit Score 85+ |,55
25489,"Penthouse apartment, 3 bedrooms, great location.",170
25490,Sunny Harlem Oasis feels like Luxury,185
25491,Entire Studio Apartment,120
25492,Modern Apartment in east village,174
25493,Guest Suite in beautiful Brooklyn Brownstone,125
25494,Spacious room with private bathroom in Manhattan,60
25495,Charming cozy apt in the Heart of Manhattan!,73
25496,"Clean, Near Central Park and Subway",105
25497,"Large 1BR in Bay Ridge, Brooklyn",85
25498,2BED 2 BATH CENTRAL PARK /BALCONY /COLUMBUS CIRCLE,300
25499,Union SQ / Cozy & Quiet Room ! 5mins to Times SQ,150
25500,Room for a week,130
25501,Clean and cozy room!!!! Close to Everything!!!!,80
25502,Beautiful Loft Apartment in Boerum Hill,140
25503,"Spacious and Cozy apartment, minutes to Manhattan!",75
25504,Renovated 3 BED 2 BATH Williamsburg Townhouse APT,300
25505,COZY NEST/Coffee and Bagel,69
25506,Beautiful seaside dwelling,53
25507,Spectacular NYC Views in ideal Manhattan Location,79
25508,2 Bedroom + 2 Bathrooms | Excellent Location,409
25509,The City Farmhouse A&B **MONTHLY RENTALS**,600
25510,Simple Room in Heart of Crown Heights (Women Only),38
25511,East Village / Alphabet City 1BR,185
25512,Unique and spacious 1BR in Greenpoint Brooklyn,175
25513,Charming Studio in Upper East Side,115
25514,Efficiency-like rental,50
25515,Urban Oasis,75
25516,Beautiful Big Brownstone Bedroom w/ Natural Light,1000
25517,Comfortable studio by the park!,70
25518,Artistic Bedstuy Apartment,85
25519,Quintessential Soho Loft,250
25520,Lovely Bushwick/Bed Stuy Room with Roof Access,40
25521,Warm and Inviting Getaway,50
25522,Studio Apartment in Chelsea,162
25523,Beautiful 2 Bedroom apt. close to Times Sq.,250
25524,Cozy room in a happy apartment,35
25525,Cozy Bright 3bedroom apt. 10 min from times sq.,295
25526,Brooklyn's finest,75
25527,"TWIN BED. Walk to US OPEN, LGA AIRPORT & CITIFIELD",45
25528,"Cozy & clean Bedstuy, Brooklyn bedroom",38
25529,Private room next to Central Park!,61
25530,Spacious area close to Gramercy park,340
25531,Time square/ Bryant park,170
25532,Tiny Apt,80
25533,Bedroom in Brownstone Apartment,94
25534,Cozy room in the the heart of artful Bushwick BK,54
25535,Stay like a local in Willamsburg/Greenpoint - NYC,80
25536,Pretty studio with lots of light,58
25537,East Village 1 bedroom private apartment,120
25538,"Douglaston apartment Room B
(2nd room )",45
25539,"Bright, Clean, Private - 10 Minutes to Manhattan",120
25540,Comfy room with great bed and private bathroom,70
25541,"Lovely Top-Floor, Studio Apartment with Balcony.",215
25542,Prime Upper West Side Duplex,250
25543,Sunset Park Brownstone Apartment with Backyard,72
25544,East Village Getaway,181
25545,Awesome Room 15 Minutes from Time Square,85
25546,GREEN  OASIS,80
25547,FiDi Cozy room overlooking East River,115
25548,Comfy Room in Clinton Hill Artist & Activists Loft,50
25549,Urban Fun House in Heart of Williamsburg Brooklyn!,255
25550,Beautiful Sunny Apartment in Bay Ridge,120
25551,Sunny Greenpoint Room,61
25552,Quiet haven 15 mimutes to Time square,65
25553,"Greenpoint private room w/back yard, dishwasher",55
25554,Frank 'n Dean,298
25555,2 BR Presidential for FAMILY Vacation ★ EPIC VIEWS,672
25556,Cute Studio In Riverdale NYC,100
25557,2 Bed Hotel Room Near Manhattan Meals Pool and Gym,199
25558,The Suite Spot! Queen Tempurpedic in Luxury Apt,60
25559,1 bedroom apartment near Central Park,130
25560,1 BR w/ Private Entrance and Exclusive Roof,80
25561,"Cozy, bright, Greenwich Village studio for 2!",200
25562,Brooklyn Gem,66
25563,Size  and Comfort  Matter!,165
25564,Luxury  one bedroom apt with huge private TERRACE,350
25565,LaRoom,85
25566,Beautiful 2-bed apartment in leafy Boerum Hill,150
25567,Feel at Home in this Lovely 1 Bedroom in Flushing,100
25568,Private Bed and Bath by Morningside/Central Park!,90
25569,"Secluded Room in EV, Private Patio, Open Kitchen!",144
25570,Bedroom in Brownstone Apartment,90
25571,The Apollo,210
25572,Bright & Comfy 2-BR in heart of Greenwich Village,350
25573,Enjoy Manhattan without paying Manhattan prices,68
25574,"Mid-Century Style Room Close to All, Astoria NYC!",60
25575,The Cozy Corner - Private Room w/ Laundry,60
25576,Upper east side cozy apt available in September.,127
25577,Garden mini apt minutes from Manhattan (studio),60
25578,Cosy bedroom in Upper West Side,60
25579,Charming home away from home,110
25580,Unique Exposed Brick Loft Studio in Townhouse,69
25581,Williamsburg Bridge Views on the Water,70
25582,Spacious 1bd in the heart of Harlem,125
25583,Beautiful space in Clinton Hill,59
25584,Times Square Luxe Studio with Amazing Amenities,200
25585,Park Slope Sanctuary on F/G/R,70
25586,"Bedroom in the heart of Queens, New York",60
25587,Cozy stay in Brooklyn (Sheepshead Bay Area),70
25588,Bed-Stuy top floor room w/ extreme natural light,50
25589,Large Room at a Three min Walk !,65
25590,Be a local in Midtown Manhattan!,120
25591,Spacious Bedroom in Luxury Downtown,95
25592,"Queen w/Private Bath, steps from Central Park !",70
25593,Huge 2BR/2BA on border of Carroll Gardens/Gowanus,192
25594,Oasis in Brooklyn,60
25595,Modern Bushwick Oasis Filled with Light & Art,175
25596,Private top-floor in owner occupied  Brownstone,295
25597,Beautiful Room in a Classic Harlem Neighborhood!,50
25598,Brooklyn style & Spacious room - East Williamsburg,66
25599,Cozy Entire Apartment near Time Square.,226
25600,Apartment in heart of NYC with HUGE PRIVATE DECK!,250
25601,2300sqft (215m) lofty penthouse heart East Village,530
25602,Your Cozy Home in Astoria,106
25603,Bushwick Renovated Apartment,40
25604,Beautiful room at the heart of Bushwick,34
25605,"Big, sunny one bedroom in Crown Heights",140
25606,"Room with a view steps from 2,3,5 trains",50
25607,Electric NYC + Luxury Room = Best vacation ever!,125
25608,Spacious Chelsea Condo MUST SEE,245
25609,Charming little apartment with back garden C.Park,400
25610,H.O.M.E (House of M.D. Experience),65
25611,Harlem Comfort Blend,65
25612,Cozy room + bright apartment + rooftop lounge,50
25613,Studio for rent,80
25614,Urban Oasis in Brooklyn- 2 blocks from A/C train.,150
25615,Private Room By Central Park,77
25616,Private large room in midtown4F,99
25617,Prime Midtown Location - Near Tourist Locations,127
25618,RESIDENCE NEAR JFK (TB1),39
25619,L.E.S ROOM Simple Beautiful Clean Apt. 3 Bdr,69
25620,Cozy Chelsea Apartment,195
25621,Cozy bedroom in a spacious apartment.,50
25622,JFK Walk-Up Get-Away!,99
25623,MASSIVE ROOM IN BEAUTIFUL HARLEM BROWNSTONE,75
25624,"Sunny, spacious room in Williamsburg Brooklyn Apt",89
25625,"*Light & Love* vibrant, historic, sleeps 4",265
25626,Luxurious 4 Bedroom 2.5 Bath Duplex in Brooklyn,400
25627,Bright & Luxurious Studio in Financial District,160
25628,MANHATTAN Budget Shared Room East harlem,75
25629,The Belvedere - A Luxury One Bedroom with Loft,175
25630,Bushwick Reading Room,55
25631,1 BR Suite Minutes to Botanic Gardens!,105
25632,Fabulous flat iron 2 bedroom 2 bathroom,495
25633,Cozy Mini Studio Prvt Bath & Kitchen 15 Mins JFK,34
25634,"MARTIAL LOFT 3: REDEMPTION (upstairs, 2nd room)",0
25635,"1 Bed, 2 Bath Fully Furnished Upper East Side Apt",233
25636,"Big Apt/big bedroom,  71st & 1st Ave",85
25637,"Spacious, 2 Story Suburban Retreat in the LES",133
25638,Double Bed Private Retreat,70
25639,Excellent Double Room,70
25640,Great Single Room,60
25641,Brooklyn Garden Apartment,300
25642,Beautiful Designer Loft in Williamsburg,150
25643,Taaffe Playground 2,72
25644,Cozy Upper East Side Apartment - 1 bedroom,200
25645,1 bedroom Aptm+ Guest room close to Prospect Park,80
25646,Private Room in a Modern Fort Greene Apartment,74
25647,West Village-charming studio/amazing location!,190
25648,"East Village, Spacious Private Room w Backyard",78
25649,Sunny Greenwich Village 1 br in best location!,250
25650,★Luxurious Manhattan's Midtown Resort★ 2 Double's,198
25651,Cozy apt in Astoria near train and bus,220
25652,Female Only Upper West Side Room,75
25653,Boho Chic Brooklyn Heights,110
25654,Comfort Zone/spacious condo/3 minutes from subway,105
25655,"Lovely Apartment in trendy Astoria, Queens",250
25656,Bright & Sunny Prime Williamsburg Private Room,150
25657,Room 1 Private Lower Level Getaway w/ Window  (Lower Level 1),32
25658,Newly listed stylish 2BR duplex in East Village,260
25659,A private bedroom in the heart of Manhattan,70
25660,Bright Apartment Nestled in Hamilton Heights,115
25661,Bedroom #1  in Queens,80
25662,Sun-filled room in the heart of Bushwick,50
25663,Clean and Cozy Brooklyn Room in Artsy Apartment,47
25664,Bohemian Sanctuary,97
25665,VERY SPACIOUS COZY ROOM IN HIP EAST VILLAGE AREA,95
25666,Medical Student Room A : Brooklyn Hospitals,35
25667,Uptown comfy private large room,65
25668,Rooming has never been better. Room #2,45
25669,"Gorgeous, light-filled two-story apartment",60
25670,"Privet guest unit, great location Next to subway!",99
25671,Private Cozy Space,35
25672,Cozy Apartment/Near LGA airport and subway,150
25673,Cozy modern room with good company and great view,50
25674,Small cozy room close to most NYC attractions.,50
25675,Upper East Duplex with private garden,151
25676,"Big Private Room in shared apt in Rego Park, NY",44
25677,阳光民宿 单房干净舒适｡“和缘国旅”了解更多旅游､民宿 (Website hidden by Airbnb),38
25678,Luxury New 2 bed Apartment By Central Park North,325
25679,Historic UES Penthouse/Rooftop Terrace by the MET,300
25680,Amazing Backyard Studio (Williamsburg),139
25681,Top floor apartment above the park,175
25682,NYC tourism and food just steps away!,168
25683,Cozy 1 Bedroom Apartment,250
25684,Beautiful apartment located in Chelsea!,250
25685,Cozy Apartment With Private Backyard,100
25686,Lovely and Modern Greenpoint Apartment,160
25687,1 Bedroom Presidential - Wyndham Midtown 45,449
25688,Modern and Beautiful room in Williamsburg Brooklyn,90
25689,Roomy West Village 1 Br near Washington Sq. Park,250
25690,Brooklyn home available,350
25691,5 Mins Walk to Columbia University,55
25692,Big room in a great Williamsburg apartment,70
25693,Unique Fort Greene Getaway with Private Deck,275
25694,"Beautiful, sunlit private room in Spanish Harlem",79
25695,Private Room right near SI Ferry,70
25696,"Large Clean Room, close to the A-Train",40
25697,1 Bedroom Apt. Minutes from Manhattan - No Parties,105
25698,Spacious room in central Brooklyn location,70
25699,2BR Apartment in Maspeth,60
25700,"Spacious BK Heights room, walk to Brooklyn Bridge",64
25701,Nysa's castle,250
25702,Sunset room,75
25703,Luxury Apartment w/ Amazing Views,275
25704,Large Condo by Fordham University,100
25705,"NO XTRA  FEES: Big single room, work station, TV",50
25706,Astounding room/Upgrade to full apartment,49
25707,Charming Brooklyn Heights Apartment,125
25708,Private studio in midtown Manhattan,130
25709,Gorgeous space in brownstone on cobblestone st,118
25710,Cool studio in midtown Manhattan,150
25711,Chic & Sunlit  w/ a lovely Private Terrace in LES,300
25712,Comfy Room w/UPGRADE to entire apartment,49
25713,Sunny and Large Brooklyn Apartment!,245
25714,Outstanding Private Room + Bath + Outdoor Space,60
25715,Super suite to stay in New York,160
25716,UPPER WEST 2BED 2BATH HIGH FLOOR/ LINCOLN CENTER,275
25717,Large Studio near Central Park,120
25718,"Quiet 1BR in Williamsburg BK, 11 min to Manhattan",150
25719,"Spacious, bright room in art-filled apartment!",59
25720,Cozy East Village Studio Apartment,150
25721,Cozy Studio Apartment in West Chelsea,154
25722,"Hello, Brooklyn.",174
25723,Luxury 1 BR Steps to World Trade Center! #10248,250
25724,Perfectly Located Lincoln Center One-Bedroom,200
25725,PEPE's PLACE !!!!! Shared Apartment!!!!,60
25726,Cozy designer room in Art-loving Prime Bushwick,85
25727,Beautiful Home in the Heart of Greenpoint,120
25728,Cute Columbus Circle Apt - Close to Park & Subway,115
25729,Secret Garden,47
25730,Sunny Hideout in the Heart of Manhattan's LES,150
25731,Large one bedroom Greenpoint,140
25732,"5Star Super Convenient & Spacious BR, 1st Flr Apt",65
25733,Charming Room with Private Bathroom,140
25734,Garden Light,47
25735,Cozy Modern Apartment w/ Courtyard,100
25736,"Convenient and Modern BR in Hell's Kitchen, NYC!",70
25737,Very Nice Apartment close to JFK Airport!!,62
25738,Lower East Side Private room.,188
25739,1.5 bedroom in Williamsburg,185
25740,EXTRAVAGANT RESORT In the ❤️ of Midtown 45 Resort,252
25741,"Experiencing Tranquility in Private Home, Room # 1",44
25742,Huge 2 BR & 2 Bth Duplex w/ Private Patio & Roof,180
25743,Cozy Room in Brooklyn (5 min from J train),50
25744,Empire St View Luxury 3BR 2BA Penthouse BalconyGym,799
25745,Very Clean Condo In the Heart Of Trendy Greenpoint,180
25746,Charming and Bright 1 bdr apartment in Noho,180
25747,Brooklyn travel house #6,170
25748,Midtown East 2 Bed/2 Bath Elevator Building Apt,186
25749,Grand Central/ United Nations! MASTER  Bedroom,82
25750,Clean room 4 blocks to the N/W Train,90
25751,"1,600sq ft modern duplex in new harlem brownstone",172
25752,Private Room in Cozy shared apt in Williamsburg,60
25753,"Sunny, Quiet Room in Greenpoint",0
25754,Your favorite room,52
25755,Charming home away from home.,184
25756,Bright & Spacious Chinatown Loft,145
25757,large serene room available in brooklyn duplex,65
25758,Quaint Loft near Broadway minutes to Central Park,100
25759,1 Bedroom Garden Level Apt In Bushwick,74
25760,Beautiful Nolita Apartment,200
25761,Private West Village apt by Washington Square Park,175
25762,Private 1 Bedroom Apartment Manhattan,130
25763,"Experiencing Tranquality in Private Home, Room #2.",48
25764,Spacious 1 Bd. Apt. Inwood near Fort Tryon Park,200
25765,AMAZING AND QUITE 2 BEDROOM APARTMENT ON SOUTH ST.,205
25766,Deanna place,90
25767,Bed Stuy Renovated Gem,130
25768,Modern Luxury Brooklyn Private Bedroom w/ Deck!,149
25769,Studio Deluxe 1 - Wyndham Midtown 45,389
25770,Private Duplex in East Village,250
25771,2-Bedroom Presidential 1 - Wyndham Midtown 45,699
25772,Spacious Room in Fort Greene,67
25773,Midtown East Studio,135
25774,Sunny loft,90
25775,"East Village, Private Room",83
25776,Spacious & comfy BK bedroom 30mins from Manhattan.,37
25777,Private room in quiet West Harlem Upper Manhattan,65
25778,Modern apartment in the heart of Williamsburg,0
25779,Sunny 1 BR with Amazing Views,100
25780,Co-op Apartment in The Lombardy Hotel- 300 sq. ft.,270
25781,Medical Student Room B : Brooklyn Hospitals,35
25782,Large Studio September 24th-October 15th Midtown,120
25783,BED-STUY BRILLIANCE - Cozy/Spacious Private Room,67
25784,Private bedroom in Upper East Side apt w/ balcony!,85
25785,Large and Sunny 2 bedroom close to Central Park,225
25786,Waterfront Condo with private bedroom and bathroom,200
25787,Studio Deluxe 2- Wyndham Midtown 45,389
25788,"Sunny Williamsburg Loft, minutes to Manhattan",182
25789,tidy room with PRIVATE BATH & PRIVATE ENTRANCE,54
25790,Beautiful Lower East Side Loft,400
25791,Private room,50
25792,Prime Location close to Central Park!,125
25793,"Modern, Quiet & Ultra Clean 1 BDRM Steps Subway",140
25794,Spacious comfortable master bedroom with nice view,0
25795,Contemporary bedroom in brownstone with nice view,0
25796,Cozy yet spacious private brownstone bedroom,0
25797,~The Perfect Funished Studio in Greenwich Village~,99
25798,Beautiful Bright Stay in Williamsburg,105
25799,COZY L.E.S APARTMENT,139
25800,❤️Quiet room w/PRIVATE BATHROOM near Manhattan!⭐️,100
25801,Modern Studio 1 block away from the beach,130
25802,32 FLR VIEWS!LINCOLN SQR-LUXURY MIDTOWN WEST 60TH,229
25803,Private & Cozy Room. 20 minutes from Times Square,77
25804,"Bushwick, Spacious Private Room with Balcony",75
25805,"Simple, bright and quiet studio",65
25806,Sunny room in the heart of WILLIAMSBURG Brooklyn.,80
25807,Spacious Modern King size living space & Bedroom,125
25808,"Beautiful spacious room, easy city access",65
25809,EMPIRE STATE BUILDING APARTMENT,220
25810,"Sunny, Relaxing Oasis in Williamsburg",150
25811,Cozy and Sunny Room Queen Size Bed in Bedstuy,60
25812,Spacious Designer Loft in South Williamsburg,180
25813,"Private 1 bed 1 bath- Chelsea, Manhattan",165
25814,Private bedroom in East Village,75
25815,"Perfect place for tourist, near subway, restaurant",100
25816,Sunset Park Studio,120
25817,"Sun Drenched, Extra Large 1 Bdrm Clinton Hill Apt",179
25818,SKYBLUE,125
25819,Single Bed A in Sharing Room near Grand Central,49
25820,Single Bed B in Sharing room near Grand Central,49
25821,"Spacious, private bedroom in Brooklyn",90
25822,"Experiencing tranquility in Private Home, Room #4",50
25823,️CENTRALLY LOCATED️- Great for Families + Groups,499
25824,Quiet&Comfy Private Room near F/G train,36
25826,Penthouse Studio with Queen Bed & Private Rooftop,275
25827,"Studio apartment by prospect park, catslovers only",80
25828,Great Value! Private room in the northeast bronx,35
25829,Bright Studio-Bedroom in a loft in ProspectHeights,90
25830,☺Kinda feels JUST LIKE HOME! ☺ [BEST RATE],50
25831,The plaza suite in brooklyn. Bedstuy style,250
25832,The printing studio bedroom with garden in Bedstuy  !!Brooklyn. Historic neighborhood close to everything ! Full kitchen bathroom BBQ and porch at your disposal. Learn to print !!,140
25833,Columbia Neighborhood 1 bedroom apartment,125
25834,Brklyn · 2 Cozy Bedrooms one with private bathroom,50
25835,Home with Private Terrace Off the Park,150
25836,Bright bedroom in convenient Bushwick w/ Rooftop!,59
25837,Elegant Brooklyn Studio in Luxury Amenity Building,85
25838,ChuckJohnson's Large Room.,60
25839,Welcome to YURT -- private room in East Village,110
25840,"Cozy, private bedroom in Greenpoint/Williamsburg",37
25841,"Quiet, spacious room in hip Greenpoint apartment",90
25842,Charming 1 bedroom in the heart of NYC,180
25843,Entire Apartment  Park Slope,111
25844,Two bedroom basement apartment!,150
25845,Modern 2 bedrooms Apt in brand new building.,135
25846,"LES/Chinatown, Bright & cozy private bedroom",120
25847,Williamsburg Penthouse,241
25848,Artist's Room in Prime Bushwick,69
25849,Masterbed w/private bath nr G train in BedStuy,150
25850,Charming 1 br apartment,94
25851,Affordable 2 Bedroom on the UES!!!,130
25852,Big One Bedroom Directly Across from Central Park!,135
25853,Nice  room midtown Manhattan 6rs,70
25854,Modern luxury king apartment with large windows,290
25855,Entire Floor in 1870 Downtown Brooklyn Brownstone,95
25856,Sunny Room in Williamsburg- One Block from L Train,53
25857,"Beautiful, Bright Room Right On Block of G Train",58
25858,"Luxury duplex, Brooklyn Museum",80
25859,Medical Student Room C,33
25860,30+Day Stay:1000 sq Bsmt Great Living with Deck,198
25861,Private room 15 MINS AWAY FROM FERRY by bus,55
25862,2 beautiful rooms in sunlit Bushwick loft,150
25863,Great room in the heart of Manhattan !,100
25864,2 Bedroom Garden Suite (3 Minutes From Train),129
25865,Beautiful One Bedroom in Little Italy Soho,138
25866,Flatbush Comfy Room (Rm# 2),40
25867,"One B/R (1 Guest) Near Beach, A & air trains, JFK",35
25868,"One B/R (1-2Gsts) near beach, JFK, A & Air trains",50
25869,Warm Secluded Room in Flatbush (Rm# 1),40
25870,Private room in Williamsburg with patio,57
25871,SPECTACULAR Midtown East location!,115
25872,旅客之家,80
25873,"BEAUTIFUL 2 BED APARTMENT IN WILLIAMSBURG, BROOLYN",210
25874,"RENOVATED 2BR BY CENTRAL PARK, 51 AND 9",379
25875,Private Room for 1 guest with air conditioner,48
25876,Private room with all you need,37
25877,Contemporary style 1 bedroom Apt in Manhattan.,175
25878,Bright & Airy in Highland Park,50
25879,"Spacious, and lit 2 bedroom penthouse in the UWS",173
25880,Summer vibes,450
25881,A CLASSIC NYC NEIGHBORHOOD-EAST 86TH/5TH AVENUE,225
25882,Hideaway Studio,80
25883,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,176
25884,"Beautiful Home in Historic, Ditmas Park, Brooklyn",165
25885,"Luxurious, Spacious, Ensuite Bath, Nice Hosts too",125
25886,GRAMERCY EAST 22ND-REFURBISHED WITH LIVE IN SUPER,239
25887,Giant 1br pre-war apartment in Flatbush / Lefferts,130
25888,1630 Madison Avenue 4C,104
25889,Luxury Alcove Studio in Chelsea,225
25890,SUPER LUXURY FOR 2 IN FINANCIAL DISTRICT,178
25891,Calm Brownstone Charm in Clinton Hill,114
25892,Sunny and spacious Brooklyn loft,130
25893,Historic Brownstone-newly completed renovation,230
25894,LARGE PRIVATE ROOM CLOSE TO MANHATTAN,60
25895,Jeanie's Casita,65
25896,Cozy Soho apartment.,150
25897,Cozy 2 Bedroom Apt in NYC's hippest neighborhood,150
25898,One bedroom with private bathroom in East Village,100
25899,A Simple Room 35 Minutes From 42nd Street,55
25900,Fort Greene Jamaican vibes !,75
25902,Large Bedroom in Williamsburg 10 mins to Manhattan,65
25903,Artistic Historical Harlem! PrivateRm Quiet Haven!,89
25904,The Consuello,159
25905,"Cozy, quiet and location, location, location",170
25906,Sunny Jungle Duplex with Private Roof,115
25907,"Quaint, Cozy apartment in Queens",125
25908,Sun-Filled Artist's Duplex In Heart of W. Village,325
25909,SUNNY COZY PLACE,165
25910,"Hip Modern Brooklyn Studio, Minutes to Manhattan!",129
25911,Spacious Doorman True 2BR near Grand Central,350
25912,Comfortable and pleasant fully furnished apartment,90
25913,GRAMERCY SUNNY& WELL APPOINTED-W/DRYER,216
25914,Quiet house on City Island,50
25915,East Village Apartment In The Heart Of It All,110
25916,Short Stay Nook,55
25917,Luxury One Bedroom in Financial District,300
25918,New Clean Private Room In Flushing,49
25919,Whitewashed West Village Dream,158
25920,Cozy and romantic 1 bedroom apt near train,97
25921,Adorable and homey Central Park apartment,95
25922,"Modern Home, Amazing Location Master Suite",100
25923,"Charming, Spacious Private Room in Harlem, NYC",65
25924,Crown Heights 1 Bedroom,100
25925,Comfortable bedroom in heart of Bushwick,50
25926,Superhost*Sunny/Private room in 2BR ❤️Williamsburg,75
25927,Little room for a place to rest,55
25928,Your Home Away from Home,55
25929,Brooklyn Garden Guesthouse *1 block to subway*,175
25930,1 bedroom in East Village (private ensuite),100
25931,Great Location - Bedford Bedroom,75
25932,"Subway-adjacent, spacious bedroom w private deck",75
25933,Lovely bushwick room,35
25934,"Sunny Room Near Ferry, Train, bars, Restaurants !",53
25935,"Beautiful NYC Room - Upper East Side, NYC",95
25936,Gramercy Park Location.. cozy and comfortable!,175
25937,Open Loft 1 BR Private Apt in Chinatown,180
25938,SPACIOUS CLEAN ROOM 15 MINUTES FROM MAIN STREET,55
25939,Awesome Cozy Room in The Heart of Astoria!,79
25940,Brooklyn Palace,30
25941,Spacious 1 Bed Apartment 20 minutes from Midtown,50
25942,Large sunny and beautiful room,150
25943,Sophisticated KING 1 Bedroom Best Location,133
25944,2 Bed BK Duplex w/ terrace & amazing NYC view,496
25945,Private Bedroom in the Heart of Chelsea (3FL/3FR ),75
25946,Welcome to YURT -- beautiful room in East Village,100
25948,*FEMALES ONLY* BEAUTIFUL ROOM in downtown NYC!,80
25949,Comfy Private Bedroom/Bathroom,123
25950,"Sunny & Modern Room in Brooklyn, NY",30
25951,Cozy Boerum Hill Apartment,50
25952,Penthouse - 2 Floors with Private Outdoor Patio,195
25953,"Manhattan nyc private room A
15 min F Times Square",69
25954,Lovely Contemporary Home away from Home,150
25955,Cool Brownstone for September,49
25956,"Six in the City, Stay in Brooklyn Tour New York!",95
25957,Whole Apt/Private Entry/Free Parking,109
25958,"Cozy and elegant apartment in New York, entire apt",105
